番号,店名,町名,住所,au PAY,d払い,PayPay,楽天ペイ,ジャンル
255,齋藤紫紅洞,京橋,中央区京橋２－６－８仲通りビル２Ｆ,,,●,,ショッピング
256,Mindbenders&Classics,京橋,中央区京橋２－６－８仲通りビル６Ｆ,●,,●,●,ショッピング
257,namikigallery cafe,京橋,中央区京橋２－７－１２並木ビル２Ｆ,,,●,,グルメ
258,京都 瓢喜京橋店,京橋,中央区京橋２－７－１４ビュレックス京橋,,,●,,グルメ
259,Business-Airport京橋,京橋,中央区京橋２－７－８ＦＰＧｌｉｎｋｓＫＯＹＢＡＳＨＩ２Ｆ,,,●,,その他
260,僖ニ成ル食 京橋,京橋,中央区京橋２－７－８ＦＰＧｌｉｎｋｓＫＹＯＢＡＳＨＩ１Ｆ,●,●,●,,グルメ
261,京橋　紅葉川,京橋,中央区京橋２－８－１０,,●,●,,グルメ
262,ミジュビジュー東京本店,京橋,中央区京橋２－８－２１・６Ｆ,,,,●,ファッション
263,bref京橋店,京橋,中央区京橋２－８－２１昭和ビル別館５Ｆ,,,●,,ショッピング
264,染織きもの田村屋,京橋,中央区京橋２－８－２ＭＫビル１F,●,,,●,ファッション
265,肉バル居酒屋ワイン　京橋ZION,京橋,中央区京橋２－９－１２日本工築１館１Ｆ,,,●,,グルメ
266,ASHIRWAD宝町店,京橋,中央区京橋３－１１－２アパホテル内１Ｆ,●,●,●,●,グルメ
267,OAショップ　京橋店,京橋,中央区京橋３－１１－４京橋ＮＫビル,,,●,,ショッピング
268,BEEF UP TOKYOBEEF  UP  TOKYO,京橋,中央区京橋３－１－１ＢＥＥＦＵＰＴＯＫＹＯ１,,,●,,グルメ
269,BOMBAYSIZZLERS,京橋,中央区京橋３－１－１東京スクエアガ－デン１Ｆ,,,●,,グルメ
270,BANNZAI VINO京橋京橋店,京橋,中央区京橋３－１－１東京スクエアガ－デン１Ｆ,,,●,,グルメ
271,グラムズ・カフェ京橋,京橋,中央区京橋３－１－１東京スクエアガ－デン１Ｆ,,,●,,グルメ
272,ボンベイシジラーズ　トウキョウ,京橋,中央区京橋３-１-１-東京スクエアガ-デン１Ｆ,,,,●,グルメ
273,Ｆｅｄｅｒｉｃｏ,京橋,中央区京橋３－１－１東京スクエアガ－デン７Ｆ,,,,●,ファッション
274,油ソバ専門店山ト天 京橋店,京橋,中央区京橋３－１－１東京スクエアガ－デンＢ１Ｆ,,,●,,グルメ
275,築地十干　京橋店,京橋,中央区京橋３－１－１東京スクエアガ－デンＢ１Ｆ,,,●,,グルメ
276,Beeftro By La Coccinelle,京橋,中央区京橋３−１−１東京スクエアガ－デンＢ１Ｆ,,,●,,グルメ
277,田村歯科クリニック,京橋,中央区京橋３－１２－４マオビル１Ｆ,,,●,,病院・クリニック
278,台湾料理　陳記本店,京橋,中央区京橋３－１２－５　３Ｆ,,,●,,グルメ
279,むさしや,京橋,中央区京橋３－１３－８,,,,●,グルメ
280,油そば専門店 ぶらぶら京橋店,京橋,中央区京橋３－３－１２山京ビル１Ｆ,,,●,,グルメ
281,バンカレッラ　ジョイア,京橋,中央区京橋３－３－１２山京ビル２Ｆ,,,,●,グルメ
282,リフレルーム・アンジュ,京橋,中央区京橋３－３－１２山京ビル３Ｆ,●,●,●,,美容院・サロン
283,龍記　京橋店,京橋,中央区京橋３－３－１３平和ビル２Ｆ,,,●,,グルメ
284,世界の山ちゃん銀座京橋店,京橋,中央区京橋３－３－１３平和ビル３館,,,●,,グルメ
285,銀座焼肉うっしっし,京橋,中央区京橋３－３－１４京橋ＡＫビルＢ１Ｆ,●,●,●,,グルメ
286,clip music京橋,京橋,中央区京橋３－３－１４京橋三－ビル,,,●,,その他
287,株式会社シー・エム・シーカラダキュア 東京銀座,京橋,中央区京橋３－３－４森ビルＢ１Ｆ,●,,●,●,病院・クリニック
288,札幌ドミニカ銀座店,京橋,中央区京橋３－４－１ＴＭ銀座ビル,,,●,,グルメ
289,ＯＳＴＥＲＩＡＯＲＴＩＧＩＡ,京橋,中央区京橋３－４－１ＴＭ銀座ビルＢ１Ｆ,,,●,,グルメ
290,magnolia,京橋,中央区京橋３－４－４大根河岸ビル４Ｆ,,,●,,その他
291,大舷,京橋,中央区京橋３－４－６中条ビル１Ｆ,●,●,,,グルメ
292,村上画廊,京橋,中央区京橋３－５－４第一吉井ビル２Ｆ,,,●,,ショッピング
293,翠波画廊,京橋,中央区京橋３－６－１２正栄ビル１Ｆ,,,●,,ショッピング
294,天婦羅　天ささ本店,京橋,中央区京橋３－６－２１,,,●,,グルメ
295,フット　スット,京橋,中央区京橋３－６－２１,,,●,,その他
296,山登,京橋,中央区京橋３－６－２１京橋伸和ビルＢ１Ｆ,●,●,●,●,グルメ
297,古美術黒川,京橋,中央区京橋３－６－２１十合ビル２Ｆ,,,●,,ショッピング
298,雪園　京橋店,京橋,中央区京橋３－６－３,●,●,●,,グルメ
299,九州居酒屋かてて　京橋店,京橋,中央区京橋３－６－７,●,,●,,グルメ
300,SalledeLocation,京橋,中央区京橋３－６－８茅ヶ紡ビル５Ｆ,,,●,,美容院・サロン
301,天ぷら京橋　天神,京橋,中央区京橋３－６－８茅ヶ紡ビルＢ１Ｆ,●,,●,,グルメ
302,HAIR SALON ヤナギ,京橋,中央区京橋３－７－１０東宣ビル１Ｆ,●,●,●,,美容院・サロン
303,世界食堂　Ｔｒａｎｓｉｔ　Ｔａｂｌｅ　ｄ’Ｏｒ,京橋,中央区京橋３－７－１相互館１１０タワ－Ｂ１Ｆ,●,●,,,グルメ
304,アリスアクアガーデン東京銀座,京橋,中央区京橋３－７－１相互館１１０タワーＢ１F,●,,,●,グルメ
305,エクサスパートナーズ株式会社,京橋,中央区京橋３７４６９八重洲中央ビル８Ｆ,,,●,,その他
306,スペシャライズド銀座,京橋,中央区京橋３－７－５近鉄京橋スクエア　１Ｆ,,●,,,ショッピング
307,ギャラリーセラー,京橋,中央区京橋３－９－２宝国ビルＢ１Ｆ,,,●,,ショッピング
308,京橋画廊,京橋,中央区京橋３－９－４,,,●,,ショッピング
309,築地テラス京橋テラス,京橋,中央区京橋３−９−６ＧＭ－３ビル,,,●,,グルメ
310,白木屋伝兵衛,京橋,中央区京橋３－９－８白伝ビル１Ｆ,,,●,,ショッピング
311,サロンビバリー,銀座,中央区銀座 ３－１１ー１８,,,,●,美容院・サロン
312,赤の広場銀座店,銀座,中央区銀座１ - ２０−１４,,,●,,ショッピング
313,ペリニィヨン,銀座,中央区銀座１－１０－１９銀座一ビルヂング２Ｆ,,●,●,●,グルメ
314,銀座ドンピエール伊都店,銀座,中央区銀座１－１０－１９銀座一ビルヂング２Ｆ,,,●,,グルメ
315,ダイコクドラッグ銀座一丁目駅前店,銀座,中央区銀座１－１０－６銀座ファ－ストビル,●,●,●,,ショッピング
316,過門香銀座本店,銀座,中央区銀座１－１０－６銀座ファ－ストビルＢ１,●,●,●,●,グルメ
317,土風炉銀座一丁目店,銀座,中央区銀座１－１０－６銀座ファ－ストビルＢ２Ｆ,●,,●,●,グルメ
318,ラフィーネ銀座店,銀座,中央区銀座１１－１銀座参番館ビル３Ｆ,,●,●,,美容院・サロン
319,魚や一丁銀座店,銀座,中央区銀座１ー２－３首都高速道路下中央通り側２Ｆ,●,●,,,グルメ
320,メディスキン銀座,銀座,中央区銀座１－１２－４Ｖａｎｑｕｉｓｈ１０Ｆ,●,●,●,●,美容院・サロン
321,MOCO銀座店（本店）,銀座,中央区銀座１－１２－４ＶＡＮＱＵＩＳＨ３Ｆ,,,●,●,美容院・サロン
322,private salon nica,銀座,中央区銀座１－１２－４ＶＡＮＱＵＩＳＨ６０１,●,,,●,美容院・サロン
323,KiKi beauty salon銀座店,銀座,中央区銀座１－１２－４ヴァンキッシュ７Ｆ,,●,●,,美容院・サロン
324,アンティークモール銀座ＡＮＮＥ,銀座,中央区銀座１－１３－１,,,,●,ショッピング
325,MarioGelateria銀座店,銀座,中央区銀座１－１３－１０　１Ｆ,●,,●,,グルメ
326,フォトスタジオ銀座シルキア,銀座,中央区銀座１－１３－１２銀友ビル５Ｆ,,,●,,その他
327,ホテルVODシアター,銀座,中央区銀座１－１３－１５,,,,●,エンタメ
328,食医心方　佐野みそ銀座店,銀座,中央区銀座１－１３－１５ダイワロイネットホテル銀座１Ｆ,●,●,●,●,ショッピング
329,水屋光琳銀座店,銀座,中央区銀座１－１３－１５ダイワロイネットホテル銀座１Ｆ,,,,●,グルメ
330,The Kitchen Salvatore Cuomo 銀座,銀座,中央区銀座１－１３－１５ダイワロイネットホテル銀座２Ｆ,●,●,●,●,グルメ
331,ＯＬＤ＆ＮＥＷ,銀座,中央区銀座１－１３－１アンティ－クモ－ル銀座Ｂ１Ｆ,,,●,,ショッピング
332,花邑銀座店,銀座,中央区銀座１－１３－１アンティ－クモ－ル銀座Ｂ１Ｆ,,●,●,,ショッピング
333,北欧ショップＰｅｔａＰｅｔａ,銀座,中央区銀座１－１３－１ダイワビルディングＢ１Ｆ,,,,●,ショッピング
334,ブライダリウム ミューリゾートコレクション店,銀座,中央区銀座１－１３－１ヒュ－リック銀座一丁目ビル９Ｆ,,,●,,その他
335,王朝　銀座店,銀座,中央区銀座１－１３－１法研ビル別館１Ｆ,,,,●,グルメ
336,AQmichica,銀座,中央区銀座１－１３－４,,,●,,ドラッグストア・薬局
337,CHARIS 銀座,銀座,中央区銀座１－１３－４銀座片桐ビル３Ｆ,,,●,,美容院・サロン
338,T&CO Hair Salon,銀座,中央区銀座１－１３－４片桐ビル３　４Ｆ,,,●,,美容院・サロン
339,牛骨ラーメン香味徳銀座店,銀座,中央区銀座１－１３－６ヤマトビル１Ｆ,●,,●,●,グルメ
340,株式会社ＢＥＬＶＡ,銀座,中央区銀座１－１３－８ハビウル銀座１Ｆ,,,,●,ファッション
341,COLORS.T,銀座,中央区銀座１－１３－８ハビウル銀座３Ｆ,●,●,●,●,美容院・サロン
342,UR Fit GINZA,銀座,中央区銀座１－１３−８ハビウル銀座４Ｆ,●,●,●,,エンタメ
343,日本料理 銀座 いしづか,銀座,中央区銀座１－１３－８ハビウル銀座５F,●,,,●,グルメ
344,Rire＋Rire plus リルプラス,銀座,中央区銀座１－１３－８ハビウル銀座７Ｆ,●,,●,●,美容院・サロン
345,Rire＋リル ヘアーデザイン,銀座,中央区銀座１－１３－８ハビウル銀座８Ｆ,●,,●,●,美容院・サロン
346,赤道倶楽部,銀座,中央区銀座１－１３－８ハビウル銀座ビル２F,●,,,●,グルメ
347,銀座　よし澤,銀座,中央区銀座１－１３－８ハビウル銀座ビルＢ１Ｆ,,,●,,グルメ
348,M's salon,銀座,中央区銀座１－１３－９テラス銀座,●,,●,●,美容院・サロン
349,BUASAWAN銀座店,銀座,中央区銀座１－１３－９栄楽ビル３Ｆ,●,●,●,,グルメ
350,銀座レスピア本店,銀座,中央区銀座１－１４－１０松楠ビル１Ｆ　Ｂ室,,,●,●,美容院・サロン
351,Qesheth,銀座,中央区銀座１－１４－１０松楠ビル４Ｆラボ,,,●,,美容院・サロン
352,&COFFEE MAISON KAYSER銀座一町目店,銀座,中央区銀座１－１４－１１銀松ビル１Ｆ,,,●,,グルメ
353,JUN GINZA,銀座,中央区銀座１－１４－１２楠本第１７ビル１Ｆ,●,●,●,●,ショッピング
354,お顔専門美容室「銀色の鏡」,銀座,中央区銀座１−１４−１３カスタリア銀座７０１,,,●,,美容院・サロン
355,Ｖｉｔａ－ｓａｎａ,銀座,中央区銀座１－１４－１４銀座森川ビル６Ｆ,●,,,●,美容院・サロン
356,ＭＹファミリーフェア,銀座,中央区銀座１－１４－５銀座ウイングビル１Ｆ,,,,●,ファッション
357,アンジェリアン銀座店,銀座,中央区銀座１－１４－６,●,●,,,美容院・サロン
358,東京２３ＦＣオフィシャルショップ,銀座,中央区銀座１－１４－９銀座スワロ－ビル３Ｆ,,●,,,ファッション
359,銀座DAX DACHS,銀座,中央区銀座１－１５－１２ＪＭＳビル１Ｆ,●,●,●,●,ショッピング
360,グラマシィ　銀座,銀座,中央区銀座１－１５－１３－１００２,●,,,●,美容院・サロン
361,スパエスター　オリエンタル,銀座,中央区銀座１－１５－１３－１３０１,●,,,●,美容院・サロン
362,Primrose ginza本店,銀座,中央区銀座１－１５－１３－８０５,,,●,,美容院・サロン
363,MOCO銀座店（別館）,銀座,中央区銀座１－１５－１３ＶＯＬＴ銀座レジデンス,,,●,,美容院・サロン
364,Anterior鍼灸整骨院東京銀座院,銀座,中央区銀座１－１５－１３ＶＯＲＴ銀座２０２,,,●,,病院・クリニック
365,MEDICAL INDIBA SALON KmK,銀座,中央区銀座１－１５－１３ＶＯＲＴ銀座ｒｅｓｉｄｅｎｃｅ１００３,,,●,,美容院・サロン
366,Re chatblan銀座銀座店,銀座,中央区銀座１－１５－１３ＶＯＲＴ銀座ｒｅｓｉｄｅｎｃｅ３０１,,,●,,美容院・サロン
367,DACX NUU,銀座,中央区銀座１－１５－１３ＶＯＲＴ銀座ｒｅｓｉｄｅｎｃｅ３０６,,,●,,美容院・サロン
368,STELLA NAIL GINZA,銀座,中央区銀座１－１５－１３ｖｏｒｔ銀座ｒｅｓｉｄｅｎｃｅ５０３,,,●,,美容院・サロン
369,銀座Ｄｉａｍａｎｇｅ,銀座,中央区銀座１－１５－１３ＶＯＲＴ銀座ｒｅｓｉｄｅｎｃｅ６０１号,●,,,●,美容院・サロン
370,ザギンdeホワイトニング,銀座,中央区銀座１－１５－１３ＶＯＲＴ銀座デジデンス１２０１,,,●,,美容院・サロン
371,ビューティエステティックジム　グラマシィ,銀座,中央区銀座１－１５－１３ＶＯＲＴ銀座レジデンス１００２,●,●,●,,美容院・サロン
372,Bellis Lash,銀座,中央区銀座１－１５－１３ＶＯＲＴ銀座レジデンス６０５,,,●,,美容院・サロン
373,PRIVATE HAIR SALON Kinu,銀座,中央区銀座１－１５－１３ＶＯＲＴ銀座レジデンス６０６,,,●,,美容院・サロン
